,rgi_reg,year,a_comp,b_comp,c_comp,d_comp
0,All,50,103.36385351171567,0.131691569281902,7.499180458545757e-10,4.9999999997573195
1,01,50,100.86506696350283,0.18677818479146727,4.231799605946188e-10,4.99999999994007
2,02,50,90.05980878816383,0.6141484491789649,10.684454120005734,0.4917966795295653
3,03,50,103.16975628419931,0.07161361456013876,1.9477222767883933e-10,4.999999999914235
4,04,50,99.7875694518733,0.16568427175224412,1.4555164659215382e-09,4.99999999953672
5,05,50,100.92150464493155,0.1354490977005507,1.1301948661506329e-10,4.999999999981562
6,06,50,107.10282671326651,0.2241389139749628,1.2918545727295684e-12,4.999999999999999
7,07,50,106.64815560788891,0.23086166690489668,2.974209459512887e-09,4.999999999991015
8,08,50,124.91347496019804,0.4977451933097084,1.2394991653151149e-09,4.999999999857163
9,09,50,107.00028538060982,0.20515860405687056,4.677644659242424e-10,4.9999999997639595
10,10,50,90.86057039869279,0.602986710828946,16.38623894002546,0.42735892991327623
11,11,50,106.4931886568187,0.7412482178820058,8.621496641831774e-13,4.999999999999998
12,12,50,119.70414728024639,0.5847711604131818,23.22192312182066,4.999999999969157
13,13,50,114.63583768631173,0.3100451968895205,2.0419548992585416e-09,0.025045387278310294
14,14,50,112.14063923567863,0.2111155369055366,4.8768949109761036e-11,4.999999999998523
15,15,50,88.88175145702543,0.3859551870490796,17.88778420801504,0.8000986339194782
16,16,50,114.92414855331901,0.7465401136405081,52.14480899965484,0.841052837590418
17,17,50,97.7129654574362,0.19741575620483226,9.608574124315886e-12,4.999999999821199
18,18,50,112.71915824396454,0.37570753136780444,14.361224530024543,1.9846268821621271
19,19,50,103.85492885809622,0.07408516106970364,4.110100910607661e-10,4.999999999999403
20,All,100,102.5221955875855,0.19977105261354608,4.011819972147471e-10,4.999999999999457
21,01,100,98.06001833035269,0.26415804911265145,3.5976655131763464e-08,4.999999999999999
22,02,100,93.52639083817174,0.8573600628913816,7.539605585141886,0.7794188320927888
23,03,100,103.31910635711286,0.1191064491877667,5.615471601475928e-10,4.9999999997260485
24,04,100,93.23221049772116,0.2825030562966735,1.578093018214857e-10,4.9999999999699245
25,05,100,98.31919300707821,0.20812574467996517,4.375835251294475e-10,4.9999999999486615
26,06,100,108.18259626880814,0.34848154251729363,4.813140866551215e-13,0.025021532827455673
27,07,100,104.24101413025694,0.3399920646500651,8.777016703631995e-11,4.999999999961575
28,08,100,69.93361714642839,2.1955961091249523,69.28444984771488,0.21738649025954276
29,09,100,105.92649395061909,0.32571035683854055,3.549321076004641e-10,4.999999999998131
30,10,100,110.98238626832942,0.8173554269381473,4.135203378002042,4.999999999999999
31,11,100,106.52901485471111,0.8782448512027037,3.4815929675887974e-08,4.9999999999975335
32,12,100,119.51532235165782,0.6248612800844694,34.49883943669657,4.999999999999827
33,13,100,121.90953833874738,0.42501391385297316,1.6085290374338106e-11,4.999999999999999
34,14,100,117.21623227120605,0.30148336978636286,5.4010086336165904e-14,4.999999999999999
35,15,100,88.439141642762,0.46731441030745025,19.714239687447627,1.3193047173467196
36,16,100,131.4920988377362,0.7911343807758137,61.34136214077213,1.2285230536495138
37,17,100,86.03390745151633,0.2703860086326734,7.7431156649363535,0.04257934635945232
38,18,100,109.21484174689932,0.3817699801530192,21.473215908757485,1.9459916927112937
39,19,100,104.30961433364843,0.1219036385722904,2.265686473051491e-09,4.999999999397957
40,All,500,96.87070965733236,0.3601895073721363,2.577785667745109e-10,4.999999999960817
41,01,500,87.69272546622064,0.2746570093099654,9.011985778843636,4.878610159275767
42,02,500,100.25675807725723,1.0900807498439362,2.702337637555063,0.011401248830530177
43,03,500,95.63995498350667,0.23245716737501138,1.813530818307315e-10,4.999999999910231
44,04,500,47.32938381682023,0.4432821894052892,18.61361360260863,4.999999999367926
45,05,500,86.02039895305577,0.35685857721093445,1.905544428685837,4.999999999996415
46,06,500,110.1282868290838,0.5995291182415173,4.571546989214713e-08,0.017985195178141122
47,07,500,99.94270084034196,0.6049967311800972,4.551589998961599e-11,4.999999999999735
48,08,500,164.22362259342614,1.5340022848541188,7.453815741919909,0.11068226616631012
49,09,500,98.51493343775327,0.7170784049102314,1.134600376582942e-10,4.999999998686946
50,10,500,134.80719610269983,1.0521815241161572,2.2516001093717897,4.999999999999999
51,11,500,110.46471129555582,0.9948622234206846,2.864984856199896e-09,4.999999999999901
52,12,500,118.92030867497404,0.6346035677622557,42.46644953774437,4.999999999999998
53,13,500,127.02067726185233,0.5264927290437117,14.553323031448674,4.999999999997698
54,14,500,119.50693198362445,0.3915219035909499,8.737054402731793,4.9999999999999725
55,15,500,92.0965334302906,0.5063851570488519,20.327704757168135,2.382974222913457
56,16,500,133.0904865521355,0.798851145565236,90.21744194596754,1.59513410133993
57,17,500,87.57095691160659,0.2726541637171083,2.5040840265064808,2.8844522983163654
58,18,500,107.15348427711496,0.3796226587990637,28.201497633520493,2.171455159461159
59,19,500,105.5926233057991,0.270507103590866,1.3435822884612072e-09,4.9999999999769695
60,All,5000,94.32593308476011,0.4430129514170387,4.1639379436743705e-09,0.014365745764676419
61,01,5000,87.4095017091029,0.27565638154930927,9.875654047760312,4.824634497621412
62,02,5000,103.11096869095242,1.0205213087562564,8.649704385201256e-09,1.8052736170677108
63,03,5000,91.5018761369064,0.2630987962069671,3.08512997638798e-13,4.999999999997415
64,04,5000,32.88135116116624,0.385499064709052,22.126108560819954,4.999999999999921
65,05,5000,78.23635551061084,0.3956625447856365,8.829834817234378,4.999999987340271
66,06,5000,109.7577764833151,0.684813204367567,4.2339793725424676e-08,0.02493935009852155
67,07,5000,98.75579480070812,0.6888921721220346,1.0734230862047118e-09,0.025019465431493693
68,08,5000,176.01372282720806,1.5127065643191073,2.285501701253183,0.019100355430253707
69,09,5000,19.820273902014023,4.9999999999997335,71.24320037902754,0.42209365832355544
70,10,5000,136.71664723197185,1.0672863670874955,4.989945152713873,4.999999999999999
71,11,5000,111.53426596239608,1.003243255402281,2.93394513851149e-09,4.999999999999874
72,12,5000,119.86682979118532,0.6392524300719027,41.18855450387094,4.999999999999994
73,13,5000,130.57164367632367,0.5413474653144101,16.819664257362117,4.9999999999940306
74,14,5000,119.64713323049098,0.3842498105875789,13.287796412436846,4.999999999999995
75,15,5000,94.08535587929124,0.5171223017258486,20.07465547487796,2.7890794876300538
76,16,5000,132.41853220305575,0.7961444682256736,94.23497202594531,1.6349110331839902
77,17,5000,87.27543688676055,0.27291385433366266,2.599563486016377,2.7851954185284358
78,18,5000,106.78633764700069,0.3780804016018522,30.016955076304814,2.034061448068471
79,19,5000,108.6508155526078,0.3544519142569824,1.6068910068543416e-08,4.999999999999883
